m1,m2,m3 
-569.230774,-15.384616,-30.769232
-574.359009,0.0,-29.487181
-569.230774,-7.692308,-32.051285
-576.923096,-5.128205,-30.769232
-575.641052,-2.564103,-39.743591
-569.230774,0.0,-29.487181
-575.641052,1.282051,-28.20513
-573.076965,-5.128205,-33.333336
-570.512817,-8.97436,-34.615387
-566.666687,-6.410256,-28.20513
-582.051331,-1.282051,-33.333336
-573.076965,-15.384616,-33.333336
-571.794861,-1.282051,-29.487181
-575.641052,-8.97436,-33.333336
-574.359009,-6.410256,-29.487181
-575.641052,-3.846154,-28.20513
-573.076965,-14.102565,-30.769232
-570.512817,0.0,-32.051285
-569.230774,-3.846154,-26.923079
-579.487183,-3.846154,-34.615387
-570.512817,-14.102565,-20.512821
-573.076965,-6.410256,-35.897438
-575.641052,-1.282051,-30.769232
-576.923096,-8.97436,-28.20513
-573.076965,-15.384616,-33.333336
-575.641052,-8.97436,-32.051285
-567.94873,-6.410256,-29.487181
-575.641052,-5.128205,-33.333336
-571.794861,-6.410256,-30.769232
-570.512817,-3.846154,-28.20513
-574.359009,-3.846154,-35.897438
-571.794861,-10.256411,-30.769232
-574.359009,-6.410256,-32.051285
-571.794861,-6.410256,-32.051285
-571.794861,-15.384616,-32.051285
-571.794861,-10.256411,-32.051285
-571.794861,-7.692308,-29.487181
-574.359009,-8.97436,-30.769232
-580.769226,-8.97436,-23.076923
-575.641052,-11.538462,-34.615387
-571.794861,-12.820513,-34.615387
-569.230774,-2.564103,-26.923079
-576.923096,-8.97436,-28.20513
-573.076965,-10.256411,-32.051285
-571.794861,-10.256411,-34.615387
-567.94873,-6.410256,-32.051285
-571.794861,-10.256411,-32.051285
-571.794861,0.0,-33.333336
-564.1026,-6.410256,-29.487181
-570.512817,1.282051,-30.769232
-573.076965,-8.97436,-30.769232
-570.512817,-11.538462,-26.923079
-574.359009,-1.282051,-30.769232
-573.076965,-11.538462,-25.641026
-575.641052,-2.564103,-33.333336
-566.666687,-12.820513,-33.333336
-573.076965,-11.538462,-30.769232
-579.487183,-11.538462,-29.487181
-575.641052,-16.666668,-34.615387
-570.512817,-8.97436,-32.051285
-578.205139,-8.97436,-28.20513
-573.076965,-8.97436,-32.051285
-573.076965,-8.97436,-29.487181
-567.94873,-5.128205,-26.923079
-574.359009,-7.692308,-30.769232
-570.512817,-3.846154,-34.615387
-573.076965,-3.846154,-30.769232
-574.359009,-1.282051,-28.20513
-580.769226,0.0,-29.487181
-575.641052,-5.128205,-39.743591
-569.230774,-5.128205,-24.358974
-575.641052,-7.692308,-29.487181
-571.794861,1.282051,-30.769232
-574.359009,-11.538462,-30.769232
-564.1026,-11.538462,-44.871796
-571.794861,-15.384616,-32.051285
-574.359009,-11.538462,-29.487181
-571.794861,-3.846154,-34.615387
-571.794861,-1.282051,-23.076923
-573.076965,-3.846154,-28.20513
-570.512817,-6.410256,-25.641026
-567.94873,-3.846154,-30.769232
-575.641052,0.0,-29.487181
-570.512817,-2.564103,-26.923079
-575.641052,-3.846154,-28.20513
-570.512817,-2.564103,-30.769232
-575.641052,-5.128205,-30.769232
-574.359009,-12.820513,-33.333336
-569.230774,-5.128205,-32.051285
-579.487183,-5.128205,-34.615387
-567.94873,-10.256411,-25.641026
-579.487183,7.692308,-25.641026
-578.205139,-1.282051,-41.025642
-571.794861,-3.846154,-34.615387
-579.487183,-6.410256,-32.051285
-573.076965,-17.948719,-35.897438
-562.820557,-11.538462,-33.333336
-573.076965,-10.256411,-28.20513
-578.205139,-10.256411,-32.051285
-564.1026,-6.410256,-32.051285
-576.923096,-2.564103,-29.487181
-580.769226,-5.128205,-37.179489
-569.230774,-6.410256,-32.051285
-569.230774,-5.128205,-28.20513
-574.359009,-5.128205,-33.333336
-575.641052,-5.128205,-39.743591
-578.205139,-11.538462,-26.923079
-567.94873,-7.692308,-24.358974
-574.359009,-7.692308,-33.333336
-570.512817,-1.282051,-23.076923
-575.641052,-6.410256,-25.641026
-578.205139,0.0,-30.769232
-569.230774,-2.564103,-33.333336
-575.641052,-14.102565,-30.769232
-571.794861,-1.282051,-28.20513
-578.205139,-8.97436,-25.641026
-569.230774,-1.282051,-33.333336
-571.794861,1.282051,-21.794872
-584.615417,-7.692308,-33.333336
-574.359009,-8.97436,-29.487181
-575.641052,-8.97436,-33.333336
-573.076965,-2.564103,-20.512821
-575.641052,-2.564103,-38.46154
-573.076965,-2.564103,-38.46154
-571.794861,-2.564103,-24.358974
-575.641052,-11.538462,-35.897438
-578.205139,-2.564103,-24.358974
-571.794861,-6.410256,-28.20513
-574.359009,-16.666668,-41.025642
-570.512817,-2.564103,-30.769232
-579.487183,-6.410256,-37.179489
-570.512817,-15.384616,-30.769232
-565.384644,0.0,-28.20513
-583.333374,-1.282051,-26.923079
-580.769226,-2.564103,-37.179489
-576.923096,-16.666668,-35.897438
-566.666687,2.564103,-25.641026
-575.641052,-1.282051,-32.051285
-567.94873,-6.410256,-29.487181
-567.94873,-2.564103,-26.923079
-573.076965,-7.692308,-33.333336
-566.666687,2.564103,-21.794872
-573.076965,-15.384616,-32.051285
-574.359009,-1.282051,-30.769232
-573.076965,-8.97436,-26.923079
-575.641052,-10.256411,-26.923079
-575.641052,-10.256411,-35.897438
-571.794861,-11.538462,-38.46154
-567.94873,-10.256411,-25.641026
-571.794861,-6.410256,-28.20513
-573.076965,-8.97436,-43.589745
-573.076965,-12.820513,-33.333336
-575.641052,-5.128205,-28.20513
-571.794861,-11.538462,-32.051285
-566.666687,-14.102565,-26.923079
-567.94873,-6.410256,-30.769232
-578.205139,0.0,-29.487181
-571.794861,0.0,-32.051285
-582.051331,1.282051,-26.923079
-574.359009,-7.692308,-26.923079
-575.641052,-10.256411,-30.769232
-573.076965,-8.97436,-28.20513
-567.94873,-6.410256,-39.743591
-571.794861,-11.538462,-35.897438
-579.487183,-1.282051,-26.923079
-576.923096,-15.384616,-34.615387
-566.666687,-3.846154,-32.051285
-570.512817,-2.564103,-29.487181
-573.076965,-11.538462,-34.615387
-574.359009,-5.128205,-29.487181
-573.076965,-10.256411,-32.051285
-579.487183,-6.410256,-34.615387
-575.641052,-11.538462,-28.20513
-573.076965,-1.282051,-28.20513
-569.230774,-3.846154,-24.358974
-570.512817,-1.282051,-33.333336
-575.641052,-8.97436,-25.641026
-574.359009,0.0,-30.769232
-571.794861,-8.97436,-33.333336
-570.512817,-6.410256,-28.20513
-576.923096,-11.538462,-33.333336
-574.359009,-1.282051,-32.051285
-573.076965,-16.666668,-38.46154
-571.794861,-5.128205,-33.333336
-575.641052,-7.692308,-33.333336
-573.076965,-10.256411,-26.923079
-573.076965,-10.256411,-29.487181
-574.359009,-12.820513,-28.20513
-569.230774,-11.538462,-32.051285
-569.230774,-10.256411,-29.487181
-575.641052,-2.564103,-35.897438
-582.051331,1.282051,-26.923079
-569.230774,-14.102565,-33.333336
-574.359009,-3.846154,-37.179489
-576.923096,-6.410256,-29.487181
-574.359009,-10.256411,-30.769232
-575.641052,-11.538462,-29.487181
-574.359009,-2.564103,-26.923079
-578.205139,-6.410256,-29.487181
-574.359009,-7.692308,-30.769232
-571.794861,-3.846154,-33.333336
-580.769226,-15.384616,-32.051285
-573.076965,-15.384616,-32.051285
-573.076965,-3.846154,-30.769232
-576.923096,-7.692308,-28.20513
-574.359009,-1.282051,-33.333336
-576.923096,-8.97436,-32.051285
-570.512817,-8.97436,-34.615387
-565.384644,-6.410256,-33.333336
-576.923096,-10.256411,-30.769232
-571.794861,-11.538462,-35.897438
-570.512817,-14.102565,-29.487181
-566.666687,-10.256411,-29.487181
-571.794861,-11.538462,-29.487181
-569.230774,-2.564103,-26.923079
-575.641052,1.282051,-26.923079
-578.205139,-12.820513,-29.487181
-571.794861,2.564103,-26.923079
-574.359009,1.282051,-26.923079
-573.076965,-6.410256,-29.487181
-576.923096,-11.538462,-29.487181
-574.359009,-12.820513,-34.615387
-580.769226,0.0,-26.923079
-576.923096,-1.282051,-29.487181
-570.512817,-7.692308,-35.897438
-573.076965,-5.128205,-23.076923
-573.076965,-6.410256,-34.615387
-573.076965,-1.282051,-25.641026
-571.794861,-16.666668,-33.333336
-574.359009,-3.846154,-21.794872
-564.1026,-10.256411,-32.051285
-575.641052,0.0,-28.20513
-574.359009,-12.820513,-29.487181
-578.205139,1.282051,-33.333336
-575.641052,-5.128205,-42.307693
-582.051331,-8.97436,-35.897438
-574.359009,-3.846154,-23.076923
-578.205139,-2.564103,-30.769232
-569.230774,-2.564103,-42.307693
-571.794861,-2.564103,-43.589745
-575.641052,-10.256411,-29.487181
-566.666687,-8.97436,-32.051285
-576.923096,-7.692308,-26.923079
-574.359009,-8.97436,-20.512821
-578.205139,-10.256411,-32.051285
-569.230774,-5.128205,-24.358974
-574.359009,0.0,-33.333336
-573.076965,-3.846154,-23.076923
-567.94873,-2.564103,-37.179489
-583.333374,-7.692308,-30.769232
-567.94873,-2.564103,-33.333336
-571.794861,-1.282051,-30.769232
-570.512817,-1.282051,-21.794872
-576.923096,-1.282051,-30.769232
-569.230774,-11.538462,-41.025642
-571.794861,-15.384616,-34.615387
-575.641052,2.564103,-28.20513
-583.333374,-8.97436,-34.615387
-569.230774,-7.692308,-21.794872
-569.230774,-6.410256,-32.051285
-576.923096,-17.948719,-34.615387
-578.205139,-2.564103,-24.358974
-582.051331,0.0,-33.333336
-580.769226,-5.128205,-30.769232
-569.230774,-5.128205,-38.46154
-570.512817,-11.538462,-28.20513
-574.359009,-8.97436,-26.923079
-584.615417,-2.564103,-35.897438
-573.076965,-2.564103,-32.051285
-573.076965,-5.128205,-30.769232
-569.230774,-3.846154,-24.358974
-566.666687,-11.538462,-25.641026
-582.051331,-3.846154,-30.769232
-573.076965,1.282051,-37.179489
-573.076965,-2.564103,-20.512821
-564.1026,-11.538462,-28.20513
-573.076965,-11.538462,-28.20513
-574.359009,-15.384616,-33.333336
-564.1026,-7.692308,-30.769232
-574.359009,-1.282051,-25.641026
-570.512817,-7.692308,-30.769232
-574.359009,-10.256411,-28.20513
-571.794861,-10.256411,-26.923079
-569.230774,-12.820513,-32.051285
-570.512817,-17.948719,-33.333336
-569.230774,-6.410256,-25.641026
-573.076965,-3.846154,-33.333336
-573.076965,-11.538462,-34.615387
-573.076965,-8.97436,-34.615387
-580.769226,-1.282051,-29.487181
-569.230774,-8.97436,-29.487181
-570.512817,-14.102565,-20.512821
-578.205139,-6.410256,-32.051285
-573.076965,0.0,-29.487181
-574.359009,-1.282051,-25.641026
-565.384644,-7.692308,-34.615387
-571.794861,-10.256411,-32.051285
-576.923096,-8.97436,-29.487181
-578.205139,-12.820513,-37.179489
-573.076965,0.0,-30.769232
-579.487183,-2.564103,-28.20513
-576.923096,-2.564103,-32.051285
-583.333374,-5.128205,-25.641026
-573.076965,1.282051,-29.487181
-571.794861,-8.97436,-32.051285
-573.076965,-12.820513,-37.179489
-573.076965,-10.256411,-33.333336
-576.923096,-2.564103,-29.487181
-571.794861,-3.846154,-33.333336
-570.512817,-1.282051,-33.333336
-571.794861,-14.102565,-33.333336
-573.076965,-6.410256,-33.333336
-574.359009,-8.97436,-33.333336
-573.076965,-7.692308,-26.923079
-575.641052,-6.410256,-30.769232
-573.076965,-14.102565,-29.487181
-566.666687,-14.102565,-30.769232
-573.076965,-15.384616,-41.025642
-570.512817,-8.97436,-30.769232
-579.487183,-1.282051,-30.769232
-575.641052,-14.102565,-26.923079
-569.230774,-14.102565,-28.20513
-582.051331,0.0,-38.46154
-573.076965,-8.97436,-30.769232
-574.359009,-8.97436,-34.615387
-571.794861,-7.692308,-29.487181
-571.794861,-8.97436,-30.769232
-570.512817,0.0,-33.333336
-575.641052,-2.564103,-29.487181
-566.666687,-2.564103,-28.20513
-575.641052,-3.846154,-32.051285
-573.076965,-15.384616,-30.769232
-569.230774,1.282051,-26.923079
-575.641052,1.282051,-25.641026
-567.94873,-10.256411,-30.769232
-566.666687,-3.846154,-29.487181
-576.923096,-7.692308,-28.20513
-573.076965,-17.948719,-33.333336
-570.512817,-16.666668,-28.20513
-570.512817,-6.410256,-30.769232
-575.641052,-6.410256,-25.641026
-573.076965,-7.692308,-32.051285
-570.512817,-2.564103,-32.051285
-565.384644,1.282051,-29.487181
-574.359009,-2.564103,-28.20513
-573.076965,-14.102565,-32.051285
-569.230774,-6.410256,-26.923079
-569.230774,-3.846154,-28.20513
-579.487183,-5.128205,-33.333336
-574.359009,-6.410256,-33.333336
-575.641052,2.564103,-30.769232
-567.94873,-2.564103,-30.769232
-575.641052,-5.128205,-26.923079
-571.794861,-7.692308,-34.615387
-566.666687,-8.97436,-30.769232
-570.512817,0.0,-29.487181
-573.076965,-8.97436,-37.179489
-566.666687,-10.256411,-38.46154
-566.666687,-5.128205,-30.769232
-571.794861,-12.820513,-29.487181
-565.384644,0.0,-32.051285
-578.205139,-1.282051,-30.769232
-576.923096,-1.282051,-37.179489
-570.512817,-3.846154,-23.076923
-576.923096,-7.692308,-29.487181
-575.641052,-12.820513,-35.897438
-565.384644,-10.256411,-26.923079
-569.230774,-10.256411,-25.641026
-585.897461,0.0,-32.051285
-564.1026,-7.692308,-20.512821
-573.076965,-7.692308,-30.769232
-578.205139,-11.538462,-35.897438
-571.794861,-16.666668,-32.051285
-575.641052,-10.256411,-17.948719
-580.769226,-14.102565,-32.051285
-575.641052,-6.410256,-34.615387
-569.230774,-7.692308,-23.076923
-574.359009,1.282051,-33.333336
-566.666687,6.410256,-30.769232
-576.923096,-3.846154,-29.487181
-578.205139,-3.846154,-35.897438
-564.1026,-8.97436,-32.051285
-579.487183,-8.97436,-35.897438
-571.794861,-2.564103,-32.051285
-575.641052,-11.538462,-34.615387
-571.794861,-14.102565,-37.179489
-564.1026,-6.410256,-21.794872
-579.487183,-10.256411,-17.948719
-574.359009,-16.666668,-33.333336
-566.666687,-12.820513,-32.051285
-583.333374,0.0,-30.769232
-579.487183,-3.846154,-34.615387
-569.230774,0.0,-29.487181
-573.076965,1.282051,-23.076923
-579.487183,-1.282051,-34.615387
-566.666687,-10.256411,-35.897438
-571.794861,-10.256411,-23.076923
-571.794861,-1.282051,-26.923079
-571.794861,-8.97436,-30.769232
-573.076965,-19.23077,-37.179489
-573.076965,0.0,-32.051285
-569.230774,-12.820513,-32.051285
-574.359009,-8.97436,-21.794872
-573.076965,-12.820513,-32.051285
-575.641052,-15.384616,-39.743591
-579.487183,-1.282051,-23.076923
-574.359009,-6.410256,-38.46154
-570.512817,-1.282051,-39.743591
-574.359009,-11.538462,-26.923079
-576.923096,-19.23077,-37.179489
-570.512817,-14.102565,-29.487181
-567.94873,-2.564103,-19.23077
-580.769226,-10.256411,-28.20513
-575.641052,-8.97436,-32.051285
-566.666687,1.282051,-25.641026
-570.512817,-5.128205,-29.487181
-567.94873,-11.538462,-38.46154
-576.923096,-2.564103,-28.20513
-579.487183,-14.102565,-33.333336
-574.359009,-1.282051,-41.025642
-565.384644,-1.282051,-21.794872
-574.359009,-7.692308,-41.025642
-574.359009,-3.846154,-21.794872
-583.333374,-2.564103,-28.20513
-567.94873,-11.538462,-30.769232
-574.359009,-3.846154,-32.051285
-574.359009,-14.102565,-28.20513
-569.230774,-1.282051,-30.769232
-573.076965,0.0,-26.923079
-582.051331,-3.846154,-35.897438
-569.230774,-7.692308,-30.769232
-578.205139,-7.692308,-30.769232
-573.076965,-5.128205,-37.179489
-574.359009,-1.282051,-30.769232
-574.359009,-8.97436,-32.051285
-578.205139,-12.820513,-39.743591
-574.359009,-6.410256,-30.769232
-574.359009,-2.564103,-30.769232
-573.076965,-2.564103,-38.46154
-565.384644,-3.846154,-29.487181
-579.487183,2.564103,-28.20513
-570.512817,-10.256411,-32.051285
-573.076965,-6.410256,-24.358974
-573.076965,-1.282051,-33.333336
-575.641052,-1.282051,-34.615387
-566.666687,-10.256411,-32.051285
-571.794861,-7.692308,-29.487181
-573.076965,-7.692308,-34.615387
-574.359009,-3.846154,-29.487181
-574.359009,0.0,-34.615387
-576.923096,-15.384616,-30.769232
-570.512817,-6.410256,-30.769232
-571.794861,-11.538462,-35.897438
-566.666687,1.282051,-25.641026
-576.923096,0.0,-33.333336
-570.512817,-7.692308,-38.46154
-574.359009,-15.384616,-24.358974
-574.359009,-11.538462,-33.333336
-575.641052,-10.256411,-26.923079
-573.076965,-7.692308,-32.051285
-569.230774,-8.97436,-29.487181
-570.512817,-15.384616,-37.179489
-571.794861,-1.282051,-30.769232
-580.769226,-8.97436,-33.333336
-569.230774,-3.846154,-30.769232
-571.794861,-3.846154,-29.487181
-573.076965,-14.102565,-34.615387
-570.512817,-10.256411,-34.615387
-574.359009,-8.97436,-28.20513
-570.512817,-3.846154,-32.051285
-575.641052,-15.384616,-30.769232
-575.641052,-12.820513,-34.615387
-567.94873,-14.102565,-30.769232
-576.923096,-5.128205,-28.20513
-580.769226,-8.97436,-29.487181
-571.794861,1.282051,-29.487181
-573.076965,-2.564103,-29.487181
-570.512817,-11.538462,-32.051285
-569.230774,-7.692308,-30.769232
-573.076965,-8.97436,-29.487181
-579.487183,-10.256411,-30.769232
-567.94873,-12.820513,-33.333336
-571.794861,-16.666668,-33.333336
-575.641052,-5.128205,-29.487181
-570.512817,-16.666668,-30.769232
-570.512817,-12.820513,-28.20513
-573.076965,-16.666668,-34.615387
-573.076965,-7.692308,-32.051285
-571.794861,-5.128205,-28.20513
-573.076965,1.282051,-37.179489
-571.794861,-1.282051,-34.615387
-573.076965,-6.410256,-28.20513
-575.641052,-2.564103,-30.769232
-570.512817,-2.564103,-30.769232
-574.359009,0.0,-30.769232
-570.512817,-3.846154,-29.487181
-567.94873,-10.256411,-33.333336
-566.666687,-8.97436,-30.769232
-582.051331,-10.256411,-28.20513
-565.384644,-10.256411,-29.487181
-564.1026,-10.256411,-29.487181
-578.205139,2.564103,-32.051285
-574.359009,-2.564103,-32.051285
-566.666687,-14.102565,-26.923079
-569.230774,-14.102565,-30.769232
-576.923096,-16.666668,-34.615387
-576.923096,0.0,-30.769232
-573.076965,-5.128205,-33.333336
-574.359009,-6.410256,-25.641026
-583.333374,-2.564103,-34.615387
-569.230774,-1.282051,-34.615387
-565.384644,-14.102565,-33.333336
-570.512817,-7.692308,-26.923079
-573.076965,-8.97436,-37.179489
-576.923096,1.282051,-33.333336
-573.076965,-5.128205,-30.769232
